Window_Index,Scenario,True_Root_Cause,Proposed_Root_Cause,Proposed_Match,Current_Reading,Target_Reading,Required_Change,Direction,Unit,Orig_Score,CF_Score,Threshold,Validity,Sparsity,Proximity_L1,Proximity_L2,Actionability_Pct,Score_Reduction_Pct,Latency_ms,Explanation_Narrative
3364,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4821.8,2213.3,-2608.5,decrease,RPM,0.23772,0.04305,0.12567,True,4,0.1305,0.26428,50.0,81.89,5.56,"WHAT-IF ACTION: DECREASE Spindle Speed from 4821.80 RPM to 2213.30 RPM (-2608.50 RPM). Result: Anomaly reconstruction score drops from 0.2377 to 0.0430 (threshold: 0.1257), restoring the machine to verified normal operation."
3365,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4792.9,2213.3,-2579.6,decrease,RPM,0.20616,0.03633,0.12567,True,4,0.13576,0.28004,50.0,82.38,5.59,"WHAT-IF ACTION: DECREASE Spindle Speed from 4792.90 RPM to 2213.30 RPM (-2579.60 RPM). Result: Anomaly reconstruction score drops from 0.2062 to 0.0363 (threshold: 0.1257), restoring the machine to verified normal operation."
3366,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4719.0,2213.3,-2505.7,decrease,RPM,0.23369,0.04995,0.12567,True,4,0.14041,0.29494,50.0,78.63,5.72,"WHAT-IF ACTION: DECREASE Spindle Speed from 4719.00 RPM to 2213.30 RPM (-2505.70 RPM). Result: Anomaly reconstruction score drops from 0.2337 to 0.0499 (threshold: 0.1257), restoring the machine to verified normal operation."
3367,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4767.7,2213.3,-2554.4,decrease,RPM,0.22156,0.04081,0.12567,True,4,0.14542,0.30941,50.0,81.58,5.66,"WHAT-IF ACTION: DECREASE Spindle Speed from 4767.70 RPM to 2213.30 RPM (-2554.40 RPM). Result: Anomaly reconstruction score drops from 0.2216 to 0.0408 (threshold: 0.1257), restoring the machine to verified normal operation."
3368,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4774.1,2213.3,-2560.8,decrease,RPM,0.24521,0.04585,0.12567,True,4,0.15055,0.32414,50.0,81.3,5.61,"WHAT-IF ACTION: DECREASE Spindle Speed from 4774.10 RPM to 2213.30 RPM (-2560.80 RPM). Result: Anomaly reconstruction score drops from 0.2452 to 0.0458 (threshold: 0.1257), restoring the machine to verified normal operation."
3369,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4789.0,2213.3,-2575.7,decrease,RPM,0.24124,0.04372,0.12567,True,4,0.15582,0.33811,50.0,81.88,5.58,"WHAT-IF ACTION: DECREASE Spindle Speed from 4789.00 RPM to 2213.30 RPM (-2575.70 RPM). Result: Anomaly reconstruction score drops from 0.2412 to 0.0437 (threshold: 0.1257), restoring the machine to verified normal operation."
3370,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4798.7,2213.3,-2585.4,decrease,RPM,0.26034,0.04615,0.12567,True,4,0.16139,0.35232,50.0,82.27,5.59,"WHAT-IF ACTION: DECREASE Spindle Speed from 4798.70 RPM to 2213.30 RPM (-2585.40 RPM). Result: Anomaly reconstruction score drops from 0.2603 to 0.0461 (threshold: 0.1257), restoring the machine to verified normal operation."
3371,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4826.2,2213.3,-2612.9,decrease,RPM,0.28222,0.052,0.12567,True,4,0.16717,0.36673,50.0,81.58,5.78,"WHAT-IF ACTION: DECREASE Spindle Speed from 4826.20 RPM to 2213.30 RPM (-2612.90 RPM). Result: Anomaly reconstruction score drops from 0.2822 to 0.0520 (threshold: 0.1257), restoring the machine to verified normal operation."
3372,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4810.9,2213.3,-2597.6,decrease,RPM,0.25377,0.04471,0.12567,True,4,0.17264,0.37934,50.0,82.38,5.58,"WHAT-IF ACTION: DECREASE Spindle Speed from 4810.90 RPM to 2213.30 RPM (-2597.60 RPM). Result: Anomaly reconstruction score drops from 0.2538 to 0.0447 (threshold: 0.1257), restoring the machine to verified normal operation."
3373,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4846.4,2213.3,-2633.1,decrease,RPM,0.26371,0.04403,0.12567,True,4,0.17746,0.39132,50.0,83.3,5.62,"WHAT-IF ACTION: DECREASE Spindle Speed from 4846.40 RPM to 2213.30 RPM (-2633.10 RPM). Result: Anomaly reconstruction score drops from 0.2637 to 0.0440 (threshold: 0.1257), restoring the machine to verified normal operation."
3374,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4787.5,2213.3,-2574.2,decrease,RPM,0.26548,0.04454,0.12567,True,4,0.18255,0.40308,50.0,83.22,5.54,"WHAT-IF ACTION: DECREASE Spindle Speed from 4787.50 RPM to 2213.30 RPM (-2574.20 RPM). Result: Anomaly reconstruction score drops from 0.2655 to 0.0445 (threshold: 0.1257), restoring the machine to verified normal operation."
3375,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4810.3,2213.3,-2597.0,decrease,RPM,0.28095,0.04765,0.12567,True,4,0.18875,0.41556,50.0,83.04,5.58,"WHAT-IF ACTION: DECREASE Spindle Speed from 4810.30 RPM to 2213.30 RPM (-2597.00 RPM). Result: Anomaly reconstruction score drops from 0.2810 to 0.0476 (threshold: 0.1257), restoring the machine to verified normal operation."
3376,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4813.8,2213.3,-2600.5,decrease,RPM,0.26753,0.04115,0.12567,True,4,0.19389,0.42662,50.0,84.62,5.68,"WHAT-IF ACTION: DECREASE Spindle Speed from 4813.80 RPM to 2213.30 RPM (-2600.50 RPM). Result: Anomaly reconstruction score drops from 0.2675 to 0.0412 (threshold: 0.1257), restoring the machine to verified normal operation."
3377,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4809.8,2213.3,-2596.5,decrease,RPM,0.28556,0.05174,0.12567,True,4,0.19945,0.43777,50.0,81.88,5.58,"WHAT-IF ACTION: DECREASE Spindle Speed from 4809.80 RPM to 2213.30 RPM (-2596.50 RPM). Result: Anomaly reconstruction score drops from 0.2856 to 0.0517 (threshold: 0.1257), restoring the machine to verified normal operation."
3378,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4851.3,2213.3,-2638.0,decrease,RPM,0.27677,0.04799,0.12567,True,4,0.20488,0.44839,50.0,82.66,5.54,"WHAT-IF ACTION: DECREASE Spindle Speed from 4851.30 RPM to 2213.30 RPM (-2638.00 RPM). Result: Anomaly reconstruction score drops from 0.2768 to 0.0480 (threshold: 0.1257), restoring the machine to verified normal operation."
3379,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4832.2,2213.3,-2618.9,decrease,RPM,0.25955,0.03621,0.12567,True,4,0.20994,0.45812,50.0,86.05,5.58,"WHAT-IF ACTION: DECREASE Spindle Speed from 4832.20 RPM to 2213.30 RPM (-2618.90 RPM). Result: Anomaly reconstruction score drops from 0.2596 to 0.0362 (threshold: 0.1257), restoring the machine to verified normal operation."
3380,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4747.2,2213.3,-2533.9,decrease,RPM,0.27272,0.04387,0.12567,True,4,0.21517,0.46787,50.0,83.91,6.29,"WHAT-IF ACTION: DECREASE Spindle Speed from 4747.20 RPM to 2213.30 RPM (-2533.90 RPM). Result: Anomaly reconstruction score drops from 0.2727 to 0.0439 (threshold: 0.1257), restoring the machine to verified normal operation."
3381,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4795.4,2213.3,-2582.1,decrease,RPM,0.28944,0.04682,0.12567,True,4,0.22029,0.47774,50.0,83.82,5.73,"WHAT-IF ACTION: DECREASE Spindle Speed from 4795.40 RPM to 2213.30 RPM (-2582.10 RPM). Result: Anomaly reconstruction score drops from 0.2894 to 0.0468 (threshold: 0.1257), restoring the machine to verified normal operation."
3382,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4799.4,2213.3,-2586.1,decrease,RPM,0.28368,0.04727,0.12567,True,4,0.22538,0.48711,50.0,83.34,5.57,"WHAT-IF ACTION: DECREASE Spindle Speed from 4799.40 RPM to 2213.30 RPM (-2586.10 RPM). Result: Anomaly reconstruction score drops from 0.2837 to 0.0473 (threshold: 0.1257), restoring the machine to verified normal operation."
3383,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4886.1,2213.3,-2672.8,decrease,RPM,0.28573,0.04316,0.12567,True,4,0.2303,0.49632,50.0,84.89,5.56,"WHAT-IF ACTION: DECREASE Spindle Speed from 4886.10 RPM to 2213.30 RPM (-2672.80 RPM). Result: Anomaly reconstruction score drops from 0.2857 to 0.0432 (threshold: 0.1257), restoring the machine to verified normal operation."
3384,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4786.8,2213.3,-2573.5,decrease,RPM,0.27861,0.0409,0.12567,True,4,0.23527,0.50515,50.0,85.32,5.54,"WHAT-IF ACTION: DECREASE Spindle Speed from 4786.80 RPM to 2213.30 RPM (-2573.50 RPM). Result: Anomaly reconstruction score drops from 0.2786 to 0.0409 (threshold: 0.1257), restoring the machine to verified normal operation."
3385,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4760.7,2213.3,-2547.4,decrease,RPM,0.28029,0.04351,0.12567,True,4,0.24032,0.51377,50.0,84.48,5.56,"WHAT-IF ACTION: DECREASE Spindle Speed from 4760.70 RPM to 2213.30 RPM (-2547.40 RPM). Result: Anomaly reconstruction score drops from 0.2803 to 0.0435 (threshold: 0.1257), restoring the machine to verified normal operation."
3386,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4817.5,2213.3,-2604.2,decrease,RPM,0.28412,0.04058,0.12567,True,4,0.24557,0.52244,50.0,85.72,5.77,"WHAT-IF ACTION: DECREASE Spindle Speed from 4817.50 RPM to 2213.30 RPM (-2604.20 RPM). Result: Anomaly reconstruction score drops from 0.2841 to 0.0406 (threshold: 0.1257), restoring the machine to verified normal operation."
3387,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4819.9,2213.3,-2606.6,decrease,RPM,0.29457,0.04289,0.12567,True,4,0.25089,0.53121,50.0,85.44,5.61,"WHAT-IF ACTION: DECREASE Spindle Speed from 4819.90 RPM to 2213.30 RPM (-2606.60 RPM). Result: Anomaly reconstruction score drops from 0.2946 to 0.0429 (threshold: 0.1257), restoring the machine to verified normal operation."
3388,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4797.0,2213.3,-2583.7,decrease,RPM,0.30256,0.04805,0.12567,True,4,0.25608,0.53974,50.0,84.12,5.58,"WHAT-IF ACTION: DECREASE Spindle Speed from 4797.00 RPM to 2213.30 RPM (-2583.70 RPM). Result: Anomaly reconstruction score drops from 0.3026 to 0.0481 (threshold: 0.1257), restoring the machine to verified normal operation."
3389,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4791.2,2213.3,-2577.9,decrease,RPM,0.29931,0.04828,0.12567,True,4,0.26104,0.54784,50.0,83.87,5.56,"WHAT-IF ACTION: DECREASE Spindle Speed from 4791.20 RPM to 2213.30 RPM (-2577.90 RPM). Result: Anomaly reconstruction score drops from 0.2993 to 0.0483 (threshold: 0.1257), restoring the machine to verified normal operation."
3390,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4838.0,2213.3,-2624.7,decrease,RPM,0.31749,0.04667,0.12567,True,4,0.26626,0.55646,50.0,85.3,5.62,"WHAT-IF ACTION: DECREASE Spindle Speed from 4838.00 RPM to 2213.30 RPM (-2624.70 RPM). Result: Anomaly reconstruction score drops from 0.3175 to 0.0467 (threshold: 0.1257), restoring the machine to verified normal operation."
3391,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4765.9,2213.3,-2552.6,decrease,RPM,0.30166,0.0478,0.12567,True,4,0.2719,0.56455,50.0,84.16,6.19,"WHAT-IF ACTION: DECREASE Spindle Speed from 4765.90 RPM to 2213.30 RPM (-2552.60 RPM). Result: Anomaly reconstruction score drops from 0.3017 to 0.0478 (threshold: 0.1257), restoring the machine to verified normal operation."
3392,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4786.4,2213.3,-2573.1,decrease,RPM,0.29056,0.0423,0.12567,True,4,0.27716,0.57211,50.0,85.44,5.69,"WHAT-IF ACTION: DECREASE Spindle Speed from 4786.40 RPM to 2213.30 RPM (-2573.10 RPM). Result: Anomaly reconstruction score drops from 0.2906 to 0.0423 (threshold: 0.1257), restoring the machine to verified normal operation."
3393,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4779.1,2213.3,-2565.8,decrease,RPM,0.31219,0.04647,0.12567,True,4,0.28245,0.58003,50.0,85.11,5.67,"WHAT-IF ACTION: DECREASE Spindle Speed from 4779.10 RPM to 2213.30 RPM (-2565.80 RPM). Result: Anomaly reconstruction score drops from 0.3122 to 0.0465 (threshold: 0.1257), restoring the machine to verified normal operation."
3394,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4843.8,2213.3,-2630.5,decrease,RPM,0.32778,0.05047,0.12567,True,4,0.28783,0.58812,50.0,84.6,5.61,"WHAT-IF ACTION: DECREASE Spindle Speed from 4843.80 RPM to 2213.30 RPM (-2630.50 RPM). Result: Anomaly reconstruction score drops from 0.3278 to 0.0505 (threshold: 0.1257), restoring the machine to verified normal operation."
3395,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4811.4,2213.3,-2598.1,decrease,RPM,0.30343,0.04459,0.12567,True,4,0.2924,0.59508,50.0,85.31,5.57,"WHAT-IF ACTION: DECREASE Spindle Speed from 4811.40 RPM to 2213.30 RPM (-2598.10 RPM). Result: Anomaly reconstruction score drops from 0.3034 to 0.0446 (threshold: 0.1257), restoring the machine to verified normal operation."
3396,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4757.4,2213.3,-2544.1,decrease,RPM,0.31994,0.05033,0.12567,True,4,0.29803,0.60269,50.0,84.27,6.55,"WHAT-IF ACTION: DECREASE Spindle Speed from 4757.40 RPM to 2213.30 RPM (-2544.10 RPM). Result: Anomaly reconstruction score drops from 0.3199 to 0.0503 (threshold: 0.1257), restoring the machine to verified normal operation."
3397,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4761.4,2213.3,-2548.1,decrease,RPM,0.31463,0.05006,0.12567,True,4,0.30311,0.60975,50.0,84.09,5.69,"WHAT-IF ACTION: DECREASE Spindle Speed from 4761.40 RPM to 2213.30 RPM (-2548.10 RPM). Result: Anomaly reconstruction score drops from 0.3146 to 0.0501 (threshold: 0.1257), restoring the machine to verified normal operation."
3398,A5_Spindle_Overload,spindle_speed,spindle_speed,True,4874.9,2213.3,-2661.6,decrease,RPM,0.35761,0.05714,0.12567,True,4,0.30838,0.61766,50.0,84.02,5.57,"WHAT-IF ACTION: DECREASE Spindle Speed from 4874.90 RPM to 2213.30 RPM (-2661.60 RPM). Result: Anomaly reconstruction score drops from 0.3576 to 0.0571 (threshold: 0.1257), restoring the machine to verified normal operation."
